locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOPMJODN_00023	gene	312				
KOPMJODN_00023	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
KOPMJODN_00024	gene	489				
KOPMJODN_00024	CDS	489				hypothetical protein
KOPMJODN_00025	gene	1299	melA			
KOPMJODN_00025	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
KOPMJODN_00026	gene	822	melC			
KOPMJODN_00026	CDS	822	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
KOPMJODN_00027	gene	915	melD			
KOPMJODN_00027	CDS	915	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
KOPMJODN_00028	gene	1278	melE			
KOPMJODN_00028	CDS	1278	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
KOPMJODN_00029	gene	1026	melR			
KOPMJODN_00029	CDS	1026	melR		COG1609	HTH-type transcriptional repressor MelR
KOPMJODN_00030	gene	183				
KOPMJODN_00030	CDS	183				Sporulation protein cse60
KOPMJODN_00031	gene	1539	opuD			
KOPMJODN_00031	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
KOPMJODN_00032	gene	1266				
KOPMJODN_00032	CDS	1266			COG2081	putative protein
KOPMJODN_00033	gene	1638	murJ_1			
KOPMJODN_00033	CDS	1638	murJ_1		COG2244	Lipid II flippase MurJ
KOPMJODN_00034	gene	720	rsuA			
KOPMJODN_00034	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
KOPMJODN_00035	gene	222	ytzE			
KOPMJODN_00035	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
KOPMJODN_00036	gene	705	ecsA_1			
KOPMJODN_00036	CDS	705	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
KOPMJODN_00037	gene	1161				
KOPMJODN_00037	CDS	1161				hypothetical protein
KOPMJODN_00038	gene	1305	pbuO			
KOPMJODN_00038	CDS	1305	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
KOPMJODN_00039	gene	1392				
KOPMJODN_00039	CDS	1392		3.4.13.-		Putative dipeptidase
KOPMJODN_00040	gene	933	cysK_1			
KOPMJODN_00040	CDS	933	cysK_1	2.5.1.47		Cysteine synthase
KOPMJODN_00041	gene	552	ytlP			
KOPMJODN_00041	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
KOPMJODN_00042	gene	933				
KOPMJODN_00042	CDS	933				hypothetical protein
KOPMJODN_00043	gene	930	ytlR			
KOPMJODN_00043	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
KOPMJODN_00044	gene	798				
KOPMJODN_00044	CDS	798				hypothetical protein
KOPMJODN_00045	gene	279				
KOPMJODN_00045	CDS	279				hypothetical protein
KOPMJODN_00046	gene	654	trmB			
KOPMJODN_00046	CDS	654	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KOPMJODN_00047	gene	846	ytnP			
KOPMJODN_00047	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
KOPMJODN_00048	gene	1698	maeA_1			
KOPMJODN_00048	CDS	1698	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
KOPMJODN_00049	gene	318				
KOPMJODN_00049	CDS	318				hypothetical protein
KOPMJODN_00050	gene	1074	ysdC_1			
KOPMJODN_00050	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KOPMJODN_00051	gene	447				
KOPMJODN_00051	CDS	447				hypothetical protein
KOPMJODN_00052	gene	324	ytpP			
KOPMJODN_00052	CDS	324	ytpP			Thioredoxin-like protein YtpP
KOPMJODN_00053	gene	810				
KOPMJODN_00053	CDS	810				hypothetical protein
KOPMJODN_00054	gene	606				
KOPMJODN_00054	CDS	606				hypothetical protein
KOPMJODN_00055	gene	2595	sftA			
KOPMJODN_00055	CDS	2595	sftA			DNA translocase SftA
KOPMJODN_00056	gene	1299	murC			
KOPMJODN_00056	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
KOPMJODN_00057	gene	423				
KOPMJODN_00057	CDS	423				hypothetical protein
KOPMJODN_00058	gene	414				
KOPMJODN_00058	CDS	414				hypothetical protein
KOPMJODN_00059	gene	327				
KOPMJODN_00059	CDS	327				hypothetical protein
KOPMJODN_00060	gene	1077	aroA			
KOPMJODN_00060	CDS	1077	aroA		COG1605	Protein AroA(G)
KOPMJODN_00061	gene	1005	ccpA_1			
KOPMJODN_00061	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
KOPMJODN_00062	gene	816	pomA_1			
KOPMJODN_00062	CDS	816	pomA_1		COG1291	Chemotaxis protein PomA
KOPMJODN_00063	gene	690	pal			
KOPMJODN_00063	CDS	690	pal			Peptidoglycan-associated lipoprotein
KOPMJODN_00064	gene	1167	acuC			
KOPMJODN_00064	CDS	1167	acuC			Acetoin utilization protein AcuC
KOPMJODN_00065	gene	645				
KOPMJODN_00065	CDS	645				hypothetical protein
KOPMJODN_00066	gene	633	acuA			
KOPMJODN_00066	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
KOPMJODN_00067	gene	1719	acsA_1			
KOPMJODN_00067	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KOPMJODN_00068	gene	1266	tyrS1			
KOPMJODN_00068	CDS	1266	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
KOPMJODN_00069	gene	324				
KOPMJODN_00069	CDS	324				hypothetical protein
KOPMJODN_00070	gene	732				
KOPMJODN_00070	CDS	732				hypothetical protein
KOPMJODN_00071	gene	807				
KOPMJODN_00071	CDS	807				hypothetical protein
KOPMJODN_00072	gene	870	fieF			
KOPMJODN_00072	CDS	870	fieF		COG0053	Ferrous-iron efflux pump FieF
KOPMJODN_00073	gene	411	cotG_1			
KOPMJODN_00073	CDS	411	cotG_1			Spore coat protein G
KOPMJODN_00074	gene	756				
KOPMJODN_00074	CDS	756				hypothetical protein
KOPMJODN_00075	gene	129				
KOPMJODN_00075	CDS	129				hypothetical protein
KOPMJODN_00076	gene	510	yraA_1			
KOPMJODN_00076	CDS	510	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
KOPMJODN_00077	gene	174				
KOPMJODN_00077	CDS	174				hypothetical protein
KOPMJODN_00078	gene	1191	hmp_1			
KOPMJODN_00078	CDS	1191	hmp_1	1.14.12.17	COG1017	Flavohemoprotein
KOPMJODN_00079	gene	195				
KOPMJODN_00079	CDS	195				hypothetical protein
KOPMJODN_00080	gene	657				
KOPMJODN_00080	CDS	657				hypothetical protein
KOPMJODN_00081	gene	165				
KOPMJODN_00081	CDS	165				hypothetical protein
KOPMJODN_00082	gene	1371	aldH1			
KOPMJODN_00082	CDS	1371	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
KOPMJODN_00083	gene	603	rpsD			
KOPMJODN_00083	CDS	603	rpsD		COG0522	30S ribosomal protein S4
KOPMJODN_00084	gene	1749				
KOPMJODN_00084	CDS	1749				hypothetical protein
KOPMJODN_00085	gene	483	msrC			
KOPMJODN_00085	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
KOPMJODN_00086	gene	624	yttP			
KOPMJODN_00086	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
KOPMJODN_00087	gene	813	hisK			
KOPMJODN_00087	CDS	813	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
KOPMJODN_00088	gene	1692	ezrA			
KOPMJODN_00088	CDS	1692	ezrA		COG4477	Septation ring formation regulator EzrA
KOPMJODN_00089	gene	1341	brnQ			
KOPMJODN_00089	CDS	1341	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KOPMJODN_00090	gene	1146	iscS_1			
KOPMJODN_00090	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
KOPMJODN_00091	gene	1206	thiI			
KOPMJODN_00091	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
KOPMJODN_00092	gene	222				
KOPMJODN_00092	CDS	222				Small, acid-soluble spore protein 1
KOPMJODN_00093	gene	1587	acsA_2			
KOPMJODN_00093	CDS	1587	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KOPMJODN_00094	gene	1596	nfdA			
KOPMJODN_00094	CDS	1596	nfdA	3.5.1.91		N-substituted formamide deformylase
KOPMJODN_00095	gene	831	nadK1			
KOPMJODN_00095	CDS	831	nadK1	2.7.1.23	COG0061	NAD kinase 1
KOPMJODN_00096	gene	1008	sppA			
KOPMJODN_00096	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
KOPMJODN_00097	gene	492				
KOPMJODN_00097	CDS	492				hypothetical protein
KOPMJODN_00098	gene	690				
KOPMJODN_00098	CDS	690				hypothetical protein
KOPMJODN_00099	gene	441	ytfJ			
KOPMJODN_00099	CDS	441	ytfJ		COG3874	putative spore protein YtfJ
KOPMJODN_00100	gene	504	tpx			
KOPMJODN_00100	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
KOPMJODN_00101	gene	987				
KOPMJODN_00101	CDS	987				hypothetical protein
KOPMJODN_00102	gene	1188	ackA			
KOPMJODN_00102	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
KOPMJODN_00103	gene	513	moaB			
KOPMJODN_00103	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
KOPMJODN_00104	gene	1212	argG			
KOPMJODN_00104	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
KOPMJODN_00105	gene	1377	argH			
KOPMJODN_00105	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KOPMJODN_00106	gene	129				
KOPMJODN_00106	CDS	129				hypothetical protein
KOPMJODN_00107	gene	768	fabG_1			
KOPMJODN_00107	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KOPMJODN_00108	gene	687				
KOPMJODN_00108	CDS	687				hypothetical protein
KOPMJODN_00109	gene	1317	IMPDH			
KOPMJODN_00109	CDS	1317	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KOPMJODN_00110	gene	303				
KOPMJODN_00110	CDS	303				hypothetical protein
KOPMJODN_00111	gene	942	nrnA			
KOPMJODN_00111	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
KOPMJODN_00112	gene	192				
KOPMJODN_00112	CDS	192				hypothetical protein
KOPMJODN_00113	gene	504	ytrI			
KOPMJODN_00113	CDS	504	ytrI			Sporulation membrane protein YtrI
KOPMJODN_00114	gene	342	ytrH			
KOPMJODN_00114	CDS	342	ytrH			Sporulation membrane protein YtrH
KOPMJODN_00115	gene	3339	dnaE			
KOPMJODN_00115	CDS	3339	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KOPMJODN_00116	gene	1233				
KOPMJODN_00116	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
KOPMJODN_00117	gene	873	accD			
KOPMJODN_00117	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KOPMJODN_00118	gene	978	accA			
KOPMJODN_00118	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KOPMJODN_00119	gene	960	pfkA			
KOPMJODN_00119	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
KOPMJODN_00120	gene	1758	pyk			
KOPMJODN_00120	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
KOPMJODN_00121	gene	384				
KOPMJODN_00121	CDS	384				hypothetical protein
KOPMJODN_00122	gene	1116				
KOPMJODN_00122	CDS	1116				Sodium-lithium/proton antiporter
KOPMJODN_00123	gene	489				
KOPMJODN_00123	CDS	489				hypothetical protein
KOPMJODN_00124	gene	411	yjdF			
KOPMJODN_00124	CDS	411	yjdF			putative protein YjdF
KOPMJODN_00125	gene	420				
KOPMJODN_00125	CDS	420				hypothetical protein
KOPMJODN_00126	gene	1119	citZ			
KOPMJODN_00126	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
KOPMJODN_00127	gene	1272	icd			
KOPMJODN_00127	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KOPMJODN_00128	gene	939	mdh			
KOPMJODN_00128	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
KOPMJODN_00129	gene	720	phoP_1			
KOPMJODN_00129	CDS	720	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KOPMJODN_00130	gene	1740	phoR			
KOPMJODN_00130	CDS	1740	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
KOPMJODN_00131	gene	2640	polA			
KOPMJODN_00131	CDS	2640	polA	2.7.7.7		DNA polymerase I
KOPMJODN_00132	gene	831	mutM			
KOPMJODN_00132	CDS	831	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
KOPMJODN_00133	gene	633	ytaF			
KOPMJODN_00133	CDS	633	ytaF			putative sporulation protein YtaF
KOPMJODN_00134	gene	594	coaE			
KOPMJODN_00134	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
KOPMJODN_00135	gene	843	ytbE			
KOPMJODN_00135	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
KOPMJODN_00136	gene	1200	ydhP_1			
KOPMJODN_00136	CDS	1200	ydhP_1		COG2814	Inner membrane transport protein YdhP
KOPMJODN_00137	gene	387	ytcD			
KOPMJODN_00137	CDS	387	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
KOPMJODN_00138	gene	1023	gapB			
KOPMJODN_00138	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
KOPMJODN_00139	gene	381	speH			
KOPMJODN_00139	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KOPMJODN_00140	gene	459	nrdR			
KOPMJODN_00140	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
KOPMJODN_00141	gene	1413	dnaB			
KOPMJODN_00141	CDS	1413	dnaB		COG3611	Replication initiation and membrane attachment protein
KOPMJODN_00142	gene	936	dnaI			
KOPMJODN_00142	CDS	936	dnaI		COG1484	Primosomal protein DnaI
KOPMJODN_00143	gene	642	ydjZ			
KOPMJODN_00143	CDS	642	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
KOPMJODN_00144	gene	831				
KOPMJODN_00144	CDS	831				hypothetical protein
KOPMJODN_00145	gene	1932	thrS			
KOPMJODN_00145	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
KOPMJODN_00146	gene	795	ppaX_1			
KOPMJODN_00146	CDS	795	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
KOPMJODN_00147	gene	1782	ypdA			
KOPMJODN_00147	CDS	1782	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
KOPMJODN_00148	gene	735	lytR			
KOPMJODN_00148	CDS	735	lytR		COG3279	Sensory transduction protein LytR
KOPMJODN_00149	gene	441	lrgA			
KOPMJODN_00149	CDS	441	lrgA		COG1380	Antiholin-like protein LrgA
KOPMJODN_00150	gene	684	lrgB			
KOPMJODN_00150	CDS	684	lrgB		COG1346	Antiholin-like protein LrgB
KOPMJODN_00151	gene	504	infC			
KOPMJODN_00151	CDS	504	infC			Translation initiation factor IF-3
KOPMJODN_00152	gene	201	rpmI			
KOPMJODN_00152	CDS	201	rpmI		COG0291	50S ribosomal protein L35
KOPMJODN_00153	gene	360	rplT			
KOPMJODN_00153	CDS	360	rplT		COG0292	50S ribosomal protein L20
KOPMJODN_00154	gene	264				
KOPMJODN_00154	CDS	264				hypothetical protein
KOPMJODN_00155	gene	393	ysdB			
KOPMJODN_00155	CDS	393	ysdB			Sigma-w pathway protein YsdB
KOPMJODN_00156	gene	1086	ysdC_2			
KOPMJODN_00156	CDS	1086	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KOPMJODN_00157	gene	966	abnA			
KOPMJODN_00157	CDS	966	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
KOPMJODN_00158	gene	1500	araA			
KOPMJODN_00158	CDS	1500	araA	5.3.1.4		L-arabinose isomerase
KOPMJODN_00159	gene	1719	araB			
KOPMJODN_00159	CDS	1719	araB	2.7.1.16	COG1069	Ribulokinase
KOPMJODN_00160	gene	690	araD			
KOPMJODN_00160	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
KOPMJODN_00161	gene	840	araL			
KOPMJODN_00161	CDS	840	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
KOPMJODN_00162	gene	1206	egsA			
KOPMJODN_00162	CDS	1206	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
KOPMJODN_00163	gene	1296	araN			
KOPMJODN_00163	CDS	1296	araN		COG1653	putative arabinose-binding protein
KOPMJODN_00164	gene	942	araP			
KOPMJODN_00164	CDS	942	araP		COG1175	L-arabinose transport system permease protein AraP
KOPMJODN_00165	gene	846	araQ			
KOPMJODN_00165	CDS	846	araQ		COG0395	L-arabinose transport system permease protein AraQ
KOPMJODN_00166	gene	1500	abfA			
KOPMJODN_00166	CDS	1500	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
KOPMJODN_00167	gene	1797	cstA			
KOPMJODN_00167	CDS	1797	cstA		COG1966	Peptide transporter CstA
KOPMJODN_00168	gene	1329	lutA_1			
KOPMJODN_00168	CDS	1329	lutA_1			Lactate utilization protein A
KOPMJODN_00169	gene	1413				
KOPMJODN_00169	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KOPMJODN_00170	gene	1086	cdaR_1			
KOPMJODN_00170	CDS	1086	cdaR_1		COG3835	Carbohydrate diacid regulator
KOPMJODN_00171	gene	216	sspI			
KOPMJODN_00171	CDS	216	sspI			Small, acid-soluble spore protein I
KOPMJODN_00172	gene	747	rlmB			
KOPMJODN_00172	CDS	747	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KOPMJODN_00173	gene	1035	pheS			
KOPMJODN_00173	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
KOPMJODN_00174	gene	2415	pheT			
KOPMJODN_00174	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
KOPMJODN_00175	gene	942	rnhC			
KOPMJODN_00175	CDS	942	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
KOPMJODN_00176	gene	258	zapA			
KOPMJODN_00176	CDS	258	zapA		COG3027	Cell division protein ZapA
KOPMJODN_00177	gene	534				
KOPMJODN_00177	CDS	534				hypothetical protein
KOPMJODN_00178	gene	1713	polX			
KOPMJODN_00178	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
KOPMJODN_00179	gene	2358	mutS2			
KOPMJODN_00179	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
KOPMJODN_00180	gene	405				
KOPMJODN_00180	CDS	405				hypothetical protein
KOPMJODN_00181	gene	678				
KOPMJODN_00181	CDS	678				hypothetical protein
KOPMJODN_00182	gene	1689	fadD			
KOPMJODN_00182	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KOPMJODN_00183	gene	591	fadR			
KOPMJODN_00183	CDS	591	fadR			Fatty acid metabolism regulator protein
KOPMJODN_00184	gene	780	fadB			
KOPMJODN_00184	CDS	780	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
KOPMJODN_00185	gene	774	etfB			
KOPMJODN_00185	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
KOPMJODN_00186	gene	978	carE			
KOPMJODN_00186	CDS	978	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
KOPMJODN_00187	gene	1491	abf2			
KOPMJODN_00187	CDS	1491	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
KOPMJODN_00188	gene	315	trxA			
KOPMJODN_00188	CDS	315	trxA		COG0526	Thioredoxin
KOPMJODN_00189	gene	1773	uvrC_1			
KOPMJODN_00189	CDS	1773	uvrC_1		COG0322	UvrABC system protein C
KOPMJODN_00190	gene	1230	lysC_1			
KOPMJODN_00190	CDS	1230	lysC_1	2.7.2.4	COG0527	Aspartokinase 2
KOPMJODN_00191	gene	447	yslB			
KOPMJODN_00191	CDS	447	yslB			putative protein YslB
KOPMJODN_00192	gene	609	sdhC			
KOPMJODN_00192	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
KOPMJODN_00193	gene	1761	frdA			
KOPMJODN_00193	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
KOPMJODN_00194	gene	759	frdB			
KOPMJODN_00194	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KOPMJODN_00195	gene	438				
KOPMJODN_00195	CDS	438				hypothetical protein
KOPMJODN_00196	gene	225	gerE			
KOPMJODN_00196	CDS	225	gerE		COG2771	Spore germination protein GerE
KOPMJODN_00197	gene	441	yusO_1			
KOPMJODN_00197	CDS	441	yusO_1			putative HTH-type transcriptional regulator YusO
KOPMJODN_00198	gene	816	racE			
KOPMJODN_00198	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
KOPMJODN_00199	gene	1086	gerM			
KOPMJODN_00199	CDS	1086	gerM		COG5401	Spore germination protein GerM
KOPMJODN_00200	gene	738	rph			
KOPMJODN_00200	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
KOPMJODN_00201	gene	588				
KOPMJODN_00201	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
KOPMJODN_00202	gene	510				
KOPMJODN_00202	CDS	510		3.1.4.-		Putative metallophosphoesterase MG207 
KOPMJODN_00203	gene	76				
KOPMJODN_00203	tRNA	76				tRNA-Arg(tct)
KOPMJODN_00204	gene	76				
KOPMJODN_00204	tRNA	76				tRNA-Arg(tct)
KOPMJODN_00205	gene	186				
KOPMJODN_00205	CDS	186				hypothetical protein
KOPMJODN_00206	gene	351				
KOPMJODN_00206	CDS	351				hypothetical protein
KOPMJODN_00207	gene	1725	ilvB			
KOPMJODN_00207	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
KOPMJODN_00208	gene	519	ilvH			
KOPMJODN_00208	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
KOPMJODN_00209	gene	1029	ilvC			
KOPMJODN_00209	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
KOPMJODN_00210	gene	1557	leuA			
KOPMJODN_00210	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
KOPMJODN_00211	gene	1098	leuB			
KOPMJODN_00211	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KOPMJODN_00212	gene	1419	leuC			
KOPMJODN_00212	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
KOPMJODN_00213	gene	600	leuD1			
KOPMJODN_00213	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
KOPMJODN_00214	gene	1005				
KOPMJODN_00214	CDS	1005				hypothetical protein
KOPMJODN_00215	gene	1275	tig			
KOPMJODN_00215	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
KOPMJODN_00216	gene	1263	clpX			
KOPMJODN_00216	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
KOPMJODN_00217	gene	1659	lon2			
KOPMJODN_00217	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
KOPMJODN_00218	gene	2325	lon1			
KOPMJODN_00218	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
KOPMJODN_00219	gene	588	engB			
KOPMJODN_00219	CDS	588	engB		COG0218	putative GTP-binding protein EngB
KOPMJODN_00220	gene	492				
KOPMJODN_00220	CDS	492				hypothetical protein
KOPMJODN_00221	gene	1368	hemA			
KOPMJODN_00221	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
KOPMJODN_00222	gene	831	ccsA_1			
KOPMJODN_00222	CDS	831	ccsA_1			Cytochrome c biogenesis protein CcsA
KOPMJODN_00223	gene	942	hemC			
KOPMJODN_00223	CDS	942	hemC	2.5.1.61		Porphobilinogen deaminase
KOPMJODN_00224	gene	783				
KOPMJODN_00224	CDS	783				hypothetical protein
KOPMJODN_00225	gene	978	hemB			
KOPMJODN_00225	CDS	978	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
